plant_id,country,cement_type,process_type,capacity_tpd,commissioning_year,kiln_count,grinding_mills
GLOBAL_0356,Mexico,CEM V,Dry,15729.456239082065,1998,1,7
GLOBAL_0357,Italy,CEM III,Wet,7509.230573411504,1999,2,3
GLOBAL_0358,Italy,CEM V,Wet,12925.708666017365,1997,3,6
GLOBAL_0359,Mexico,CEM V,Wet,4648.305610060697,2010,1,5
GLOBAL_0360,USA,CEM I,Dry,3774.3993666422884,2002,4,2
GLOBAL_0361,Germany,CEM III,Wet,18823.218651794494,1994,2,4
GLOBAL_0362,Italy,CEM III,Semi-dry,18435.298280184237,1995,4,5
GLOBAL_0363,Mexico,CEM V,Semi-dry,17861.909864044766,2019,4,4
GLOBAL_0364,Mexico,CEM IV,Dry,12883.235553165276,2020,1,4
GLOBAL_0365,Brazil,CEM I,Semi-dry,16357.096013109287,2006,1,4
GLOBAL_0366,USA,CEM V,Dry,2311.7018013161232,2000,3,2
GLOBAL_0367,Russia,CEM II,Wet,7360.991795922904,2009,1,5
GLOBAL_0368,Brazil,CEM II,Wet,6960.359370385968,1998,1,1
GLOBAL_0369,Brazil,CEM I,Wet,13077.261117099652,1991,3,1
GLOBAL_0370,Turkey,CEM IV,Semi-dry,7763.19769594217,1990,4,2
GLOBAL_0371,Germany,CEM V,Dry,3821.628851229935,1993,3,7
GLOBAL_0372,Mexico,CEM III,Wet,12332.87443285733,2014,3,2
GLOBAL_0373,Germany,CEM I,Dry,16473.29449271255,1992,3,6
GLOBAL_0374,India,CEM IV,Wet,8260.34639473949,1998,2,4
GLOBAL_0375,Turkey,CEM III,Semi-dry,3513.1055868711524,2011,4,5
GLOBAL_0376,Russia,CEM II,Semi-dry,4737.075748943638,2012,2,5
GLOBAL_0377,Germany,CEM II,Dry,5512.182798218296,2001,2,3
GLOBAL_0378,China,CEM III,Semi-dry,6698.054266896188,1999,1,3
GLOBAL_0379,Italy,CEM I,Semi-dry,13213.106339619873,2023,3,1
GLOBAL_0380,India,CEM II,Dry,12417.96420621666,1999,3,3
GLOBAL_0381,USA,CEM V,Wet,14225.517369773745,2019,2,3
GLOBAL_0382,Russia,CEM III,Semi-dry,7887.53770609875,2011,1,1
GLOBAL_0383,India,CEM III,Dry,16655.955385719586,1995,1,6
GLOBAL_0384,Italy,CEM II,Semi-dry,4877.665561959446,1991,1,7
GLOBAL_0385,Turkey,CEM I,Semi-dry,9911.774202844925,2019,4,1
GLOBAL_0386,Italy,CEM V,Semi-dry,16217.835709287176,1991,2,7
GLOBAL_0387,Brazil,CEM I,Semi-dry,4423.014306919766,2021,4,3
GLOBAL_0388,Italy,CEM IV,Dry,3087.399161074876,2005,1,5
GLOBAL_0389,Brazil,CEM IV,Dry,17789.995386071805,2001,1,3
GLOBAL_0390,Turkey,CEM II,Dry,7515.663592424722,1990,1,4
GLOBAL_0391,Japan,CEM II,Semi-dry,13993.532373271608,1997,3,7
GLOBAL_0392,Brazil,CEM II,Semi-dry,1481.6234810148312,2002,2,7
GLOBAL_0393,USA,CEM IV,Semi-dry,14110.890879779543,2004,3,4
GLOBAL_0394,Italy,CEM I,Dry,7005.92491939244,1997,4,4
GLOBAL_0395,Italy,CEM I,Semi-dry,2059.076218161393,1999,3,6
GLOBAL_0396,USA,CEM II,Wet,12586.442469414224,1994,2,2
GLOBAL_0397,China,CEM V,Semi-dry,5575.272505390291,2008,3,4
GLOBAL_0398,Mexico,CEM I,Wet,8349.33759898572,2000,1,7
GLOBAL_0399,Japan,CEM IV,Semi-dry,2531.035433443758,2009,4,5
GLOBAL_0400,Russia,CEM III,Dry,3796.1017708039612,2009,4,7
GLOBAL_0401,Brazil,CEM III,Semi-dry,6661.567474421032,2010,1,7
GLOBAL_0402,USA,CEM III,Wet,2705.4305106429856,2007,1,6
GLOBAL_0403,Turkey,CEM V,Wet,18305.699029039988,1999,1,2
GLOBAL_0404,Brazil,CEM II,Semi-dry,1114.89382049559,2023,2,2
GLOBAL_0405,Mexico,CEM IV,Wet,10193.344158421916,2015,3,4
GLOBAL_0406,Turkey,CEM V,Wet,3341.7017045184775,2019,4,3
GLOBAL_0407,India,CEM IV,Dry,6845.902700081022,1998,3,7
GLOBAL_0408,Italy,CEM IV,Semi-dry,18595.131636547045,2020,1,1
GLOBAL_0409,India,CEM II,Semi-dry,4072.19651220575,1993,1,3
GLOBAL_0410,Brazil,CEM III,Semi-dry,19350.81407464832,1995,3,3
GLOBAL_0411,Mexico,CEM II,Wet,4910.093162799012,2003,4,2
GLOBAL_0412,Japan,CEM V,Semi-dry,15089.756060869762,1993,2,2
GLOBAL_0413,Brazil,CEM V,Semi-dry,11386.868033048922,2015,3,6
GLOBAL_0414,USA,CEM V,Dry,17805.095824338423,2006,1,6
GLOBAL_0415,Germany,CEM II,Dry,11525.871854559487,2008,1,2
GLOBAL_0416,Brazil,CEM IV,Dry,11156.625163969864,1995,2,5
GLOBAL_0417,Italy,CEM IV,Wet,4713.702006999598,2018,3,5
GLOBAL_0418,Italy,CEM I,Semi-dry,4158.357878981516,2000,2,1
GLOBAL_0419,Brazil,CEM V,Dry,18413.29387119477,2005,2,2
GLOBAL_0420,Turkey,CEM IV,Dry,7228.925778150648,2019,4,4
GLOBAL_0421,Germany,CEM I,Dry,8069.562844295023,2014,4,6
GLOBAL_0422,USA,CEM IV,Semi-dry,15436.64951013938,2000,1,2
GLOBAL_0423,Brazil,CEM V,Semi-dry,7437.64616603334,1996,3,5
GLOBAL_0424,Turkey,CEM III,Semi-dry,19089.18648614105,2015,4,2
GLOBAL_0425,Italy,CEM V,Wet,15020.627610977206,2011,1,5
GLOBAL_0426,Italy,CEM II,Wet,12351.15560889498,2014,3,2
GLOBAL_0427,Mexico,CEM IV,Dry,17737.008050350298,2008,1,7
GLOBAL_0428,Brazil,CEM IV,Semi-dry,1942.5122586401721,2020,4,4
GLOBAL_0429,Germany,CEM II,Dry,5884.191151594966,2015,1,1
GLOBAL_0430,China,CEM II,Semi-dry,9835.690350197288,2012,3,7
GLOBAL_0431,Germany,CEM III,Semi-dry,5312.5922499589,2002,3,4
GLOBAL_0432,Italy,CEM IV,Semi-dry,15134.198558740887,2014,1,5
GLOBAL_0433,Italy,CEM IV,Wet,18464.952590020777,1991,3,6
GLOBAL_0434,India,CEM III,Wet,9051.632278687544,1991,1,6
GLOBAL_0435,Italy,CEM I,Semi-dry,7500.519402126004,2005,3,3
GLOBAL_0436,USA,CEM III,Dry,19269.46391061376,1998,1,4
GLOBAL_0437,Russia,CEM V,Semi-dry,9452.196223723276,2017,1,2
GLOBAL_0438,Brazil,CEM IV,Semi-dry,10291.919608536382,2002,1,1
GLOBAL_0439,Germany,CEM II,Dry,7681.347574496202,2002,2,2
GLOBAL_0440,Russia,CEM V,Semi-dry,18281.420987230627,2020,3,2
GLOBAL_0441,Turkey,CEM IV,Dry,11810.154182355163,2010,4,4
GLOBAL_0442,China,CEM III,Wet,15481.317156451249,2021,1,1
GLOBAL_0443,USA,CEM V,Wet,16424.32764866684,2023,2,3
GLOBAL_0444,Germany,CEM IV,Dry,7495.131796427905,1997,4,7
GLOBAL_0445,Russia,CEM I,Wet,9240.192295087221,1991,1,2
GLOBAL_0446,China,CEM I,Wet,17120.96371371903,2021,4,1
GLOBAL_0447,India,CEM II,Dry,7901.851681840395,2017,2,3
GLOBAL_0448,USA,CEM IV,Wet,16084.767535585175,1990,4,7
GLOBAL_0449,USA,CEM I,Semi-dry,18878.854128914303,1999,1,2
GLOBAL_0450,India,CEM III,Semi-dry,12840.997088292132,1993,4,1
GLOBAL_0451,Brazil,CEM IV,Dry,15090.918461585889,1999,4,7
GLOBAL_0452,India,CEM III,Wet,16296.848928781563,2000,1,4
GLOBAL_0453,USA,CEM III,Semi-dry,17055.753329036208,2003,2,6
GLOBAL_0454,USA,CEM I,Semi-dry,8506.013419279123,2001,2,6
GLOBAL_0455,Russia,CEM IV,Wet,1974.0057243439653,2006,4,2
GLOBAL_0456,Italy,CEM V,Wet,8635.64915349805,2005,3,2
GLOBAL_0457,China,CEM I,Semi-dry,13801.368365897706,1991,4,7
GLOBAL_0458,India,CEM I,Semi-dry,9556.657329835063,2000,3,1
GLOBAL_0459,China,CEM IV,Dry,15230.299866347572,1992,4,6
GLOBAL_0460,India,CEM IV,Dry,7782.666159904614,2018,2,2
GLOBAL_0461,Turkey,CEM III,Semi-dry,13060.13868097656,2007,4,3
GLOBAL_0462,USA,CEM IV,Dry,4541.976292225518,2009,4,2
GLOBAL_0463,Italy,CEM III,Semi-dry,15238.019296254182,2003,3,6
GLOBAL_0464,Russia,CEM I,Semi-dry,11368.22340744749,2023,2,5
GLOBAL_0465,Italy,CEM II,Dry,4877.223382385411,2020,3,6
GLOBAL_0466,Italy,CEM V,Dry,6546.312296458338,2007,4,3
GLOBAL_0467,Italy,CEM I,Wet,15223.565463054814,2019,1,1
GLOBAL_0468,China,CEM IV,Wet,10169.423477568893,2014,4,3
GLOBAL_0469,India,CEM V,Wet,5104.597367468372,2008,4,5
GLOBAL_0470,Japan,CEM II,Semi-dry,19378.152617035656,1997,3,5
GLOBAL_0471,Turkey,CEM II,Dry,14587.375376520871,2017,1,2
GLOBAL_0472,Germany,CEM III,Semi-dry,19185.561818256127,1997,1,2
GLOBAL_0473,Italy,CEM V,Dry,9114.99586184652,2020,3,6
GLOBAL_0474,Brazil,CEM III,Semi-dry,10026.90647314269,1992,2,4
GLOBAL_0475,China,CEM I,Wet,18061.149107515364,1992,1,3
GLOBAL_0476,Russia,CEM V,Wet,10975.937464662307,2011,1,6
GLOBAL_0477,Germany,CEM I,Wet,14438.299326207676,2006,3,4
GLOBAL_0478,Japan,CEM III,Semi-dry,5791.2846724150695,2006,2,6
GLOBAL_0479,Brazil,CEM V,Dry,9487.80290535017,2003,2,5
GLOBAL_0480,Japan,CEM III,Dry,3345.547450396747,1998,4,2
GLOBAL_0481,Germany,CEM V,Wet,4913.620681662272,2019,4,2
GLOBAL_0482,Italy,CEM III,Wet,1017.9248900849907,2010,3,6
GLOBAL_0483,Brazil,CEM II,Wet,1746.0359813245445,2001,2,2
GLOBAL_0484,Japan,CEM III,Wet,19568.392640361657,2021,3,1
GLOBAL_0485,Russia,CEM II,Dry,5604.720207598484,2000,4,6
GLOBAL_0486,India,CEM III,Semi-dry,13602.903480576037,2009,3,5
GLOBAL_0487,USA,CEM V,Semi-dry,16942.89427719262,2000,3,7
GLOBAL_0488,India,CEM V,Semi-dry,11462.54872549472,1997,1,6
GLOBAL_0489,Germany,CEM V,Semi-dry,3909.7455015951678,1993,1,6
GLOBAL_0490,China,CEM IV,Wet,14834.212309387161,2016,1,2
GLOBAL_0491,USA,CEM I,Wet,12404.776791892078,2019,4,5
GLOBAL_0492,Turkey,CEM V,Wet,14893.761197600126,2016,3,6
GLOBAL_0493,Russia,CEM II,Semi-dry,15625.185834284655,2010,1,2
GLOBAL_0494,Turkey,CEM V,Wet,19532.79698601016,2009,1,3
GLOBAL_0495,Brazil,CEM IV,Wet,11897.70232050749,1993,1,5
GLOBAL_0496,USA,CEM II,Dry,7491.181141121435,2000,4,4
GLOBAL_0497,Turkey,CEM IV,Dry,13320.826581104504,2002,4,1
GLOBAL_0498,Turkey,CEM II,Wet,2300.3734756098966,1998,3,4
GLOBAL_0499,Japan,CEM III,Dry,18050.54904811014,1993,3,7
GLOBAL_0500,India,CEM I,Dry,3268.239215425739,2001,3,5
GLOBAL_0501,Japan,CEM I,Wet,7229.013919830547,1998,1,6
GLOBAL_0502,USA,CEM IV,Wet,16499.162231896298,2002,2,2
GLOBAL_0503,USA,CEM I,Wet,12348.935188283525,2015,4,7
GLOBAL_0504,Germany,CEM IV,Wet,8479.074885271399,2002,1,5
GLOBAL_0505,Japan,CEM IV,Semi-dry,9995.277528125407,2017,1,1
GLOBAL_0506,Mexico,CEM IV,Semi-dry,17236.40047084143,2008,3,5
GLOBAL_0507,India,CEM I,Wet,7460.083335137951,2013,3,7
GLOBAL_0508,USA,CEM IV,Dry,17523.344011431254,2008,1,2
GLOBAL_0509,Germany,CEM I,Wet,2674.5541885571383,2002,4,4
GLOBAL_0510,Japan,CEM IV,Wet,15759.170306963984,2002,4,3
GLOBAL_0511,India,CEM V,Dry,17103.40502803999,2017,1,4
GLOBAL_0512,Japan,CEM IV,Semi-dry,4454.535403909436,1991,2,2
GLOBAL_0513,Turkey,CEM II,Wet,9176.584115071808,1999,2,7
GLOBAL_0514,Germany,CEM IV,Wet,4144.495718609456,2011,4,2
GLOBAL_0515,India,CEM III,Semi-dry,14425.478450890138,2002,3,1
GLOBAL_0516,Italy,CEM IV,Semi-dry,11171.607593171479,1998,2,5
GLOBAL_0517,Brazil,CEM II,Dry,13071.1435874581,2022,2,5
GLOBAL_0518,Brazil,CEM II,Semi-dry,4733.252372168012,2003,3,4
GLOBAL_0519,India,CEM I,Semi-dry,5023.17137899597,2009,2,7
GLOBAL_0520,Japan,CEM V,Semi-dry,1788.449184688221,2004,1,3
GLOBAL_0521,Germany,CEM IV,Dry,7119.2831687188645,2021,2,3
GLOBAL_0522,Brazil,CEM I,Semi-dry,11635.148565339825,2022,3,1
GLOBAL_0523,Germany,CEM V,Semi-dry,17300.76336594925,2006,1,2
GLOBAL_0524,Brazil,CEM IV,Dry,13671.621501714933,2013,2,1
GLOBAL_0525,Turkey,CEM III,Semi-dry,9272.530144595277,2019,4,5
GLOBAL_0526,Japan,CEM IV,Semi-dry,19109.282173488617,2002,1,6
GLOBAL_0527,Turkey,CEM II,Dry,14665.658810940806,2005,1,6
GLOBAL_0528,Brazil,CEM II,Wet,18673.13885438845,1991,4,6
GLOBAL_0529,Italy,CEM III,Dry,11024.171492171148,2006,4,2
GLOBAL_0530,Italy,CEM I,Semi-dry,5919.181221069653,2021,2,1
GLOBAL_0531,Turkey,CEM V,Semi-dry,2003.7070409297178,1997,2,7
GLOBAL_0532,Italy,CEM IV,Semi-dry,14795.61217819316,1992,3,4
GLOBAL_0533,Brazil,CEM II,Dry,3304.7569621051484,2001,3,5
GLOBAL_0534,India,CEM I,Semi-dry,6752.727437167377,2009,1,6
GLOBAL_0535,Turkey,CEM III,Semi-dry,11116.94724979405,2005,4,7
GLOBAL_0536,China,CEM II,Dry,11723.915167815207,2003,4,3
GLOBAL_0537,Japan,CEM III,Wet,12411.080742755585,2005,3,1
GLOBAL_0538,Italy,CEM IV,Wet,4158.851276644313,2022,1,5
GLOBAL_0539,Italy,CEM V,Semi-dry,8215.010691611325,2019,1,5
GLOBAL_0540,USA,CEM II,Dry,12726.690315222368,2001,3,3
GLOBAL_0541,Mexico,CEM II,Semi-dry,19426.55842804191,2004,3,3
GLOBAL_0542,Turkey,CEM IV,Dry,14824.991616294084,2007,3,3
GLOBAL_0543,Russia,CEM I,Dry,18529.4713847852,2017,2,6
GLOBAL_0544,Italy,CEM V,Wet,15482.029107969363,2012,1,6
GLOBAL_0545,Japan,CEM II,Wet,12242.622408955609,2003,1,1
GLOBAL_0546,China,CEM V,Dry,4648.444013590546,2019,1,3
GLOBAL_0547,Italy,CEM II,Semi-dry,13667.027385957748,2022,3,4
GLOBAL_0548,China,CEM V,Wet,12844.211753238234,2004,3,5
GLOBAL_0549,Brazil,CEM III,Semi-dry,12446.914238688063,1996,3,3
GLOBAL_0550,Brazil,CEM II,Wet,10305.931491776575,2004,3,5
GLOBAL_0551,Mexico,CEM V,Wet,11044.475475796236,2000,4,2
GLOBAL_0552,India,CEM I,Semi-dry,7354.408015243977,2018,3,7
GLOBAL_0553,Russia,CEM III,Wet,10866.94116020376,2020,2,2
GLOBAL_0554,USA,CEM III,Wet,4753.562207891087,2014,4,3
GLOBAL_0555,Mexico,CEM I,Semi-dry,16298.313549847158,2013,4,5
GLOBAL_0556,Germany,CEM V,Wet,4529.762139275448,2008,3,7
GLOBAL_0557,USA,CEM IV,Wet,2614.359507899862,1991,1,2
GLOBAL_0558,Turkey,CEM I,Wet,9288.67450078599,2011,3,3
GLOBAL_0559,Japan,CEM V,Semi-dry,13507.841350615176,2009,1,5
GLOBAL_0560,Germany,CEM I,Dry,9316.619673737287,2022,3,3
GLOBAL_0561,Germany,CEM I,Semi-dry,6258.328507074863,1997,3,6
GLOBAL_0562,Mexico,CEM II,Dry,11605.252493918373,2014,1,5
GLOBAL_0563,India,CEM V,Wet,7593.044372831799,1998,1,2
GLOBAL_0564,Mexico,CEM IV,Dry,18724.48611240603,2023,1,3
GLOBAL_0565,Turkey,CEM II,Semi-dry,18530.25765246787,2012,1,2
GLOBAL_0566,Italy,CEM I,Semi-dry,10545.064579469814,1994,2,3
GLOBAL_0567,Italy,CEM I,Wet,7229.795886346912,2014,1,1
GLOBAL_0568,India,CEM I,Dry,15005.515865176143,1997,3,2
GLOBAL_0569,Turkey,CEM V,Wet,1697.5459261782662,2005,3,2
GLOBAL_0570,India,CEM V,Wet,10020.611114829373,2004,2,4
GLOBAL_0571,China,CEM II,Semi-dry,7390.144491136337,1990,1,7
GLOBAL_0572,Italy,CEM IV,Dry,18490.181816948538,2011,3,6
GLOBAL_0573,Germany,CEM II,Dry,1228.0575181809684,1992,2,2
GLOBAL_0574,Russia,CEM III,Dry,11503.482638648633,2003,3,5
GLOBAL_0575,Japan,CEM I,Dry,15072.608040265894,2007,2,7
GLOBAL_0576,Turkey,CEM I,Wet,10215.341762956783,2007,2,3
GLOBAL_0577,USA,CEM I,Wet,2622.6575730917116,1992,4,1
GLOBAL_0578,India,CEM II,Semi-dry,19476.76641053014,1999,4,5
GLOBAL_0579,Japan,CEM II,Wet,10842.19819614586,1990,1,7
GLOBAL_0580,USA,CEM I,Wet,12669.538642061216,2016,4,5
GLOBAL_0581,Japan,CEM II,Semi-dry,5495.5858714426395,2016,2,5
GLOBAL_0582,Russia,CEM V,Semi-dry,10186.463617029272,2000,3,5
GLOBAL_0583,USA,CEM V,Semi-dry,9153.840347208115,1994,3,7
GLOBAL_0584,Mexico,CEM II,Wet,2423.0209980376912,1996,1,1
GLOBAL_0585,Brazil,CEM I,Wet,3017.0467174018772,2008,4,4
GLOBAL_0586,Mexico,CEM II,Semi-dry,16911.977872756717,2018,1,6
GLOBAL_0587,Italy,CEM II,Semi-dry,5556.579091925215,2004,2,2
GLOBAL_0588,Brazil,CEM II,Semi-dry,4704.207158473981,2001,4,7
GLOBAL_0589,Mexico,CEM III,Wet,10593.317573752645,2019,1,5
GLOBAL_0590,Brazil,CEM V,Wet,15606.195495887745,2009,3,2
GLOBAL_0591,Brazil,CEM IV,Dry,2176.9838530007705,1992,3,7
GLOBAL_0592,Germany,CEM IV,Wet,11959.35047312686,1998,1,2
GLOBAL_0593,India,CEM III,Wet,3264.998413970894,2015,1,5
GLOBAL_0594,India,CEM II,Wet,1692.7599656867505,1991,1,4
GLOBAL_0595,Germany,CEM III,Semi-dry,2002.1350910821304,2012,2,7
GLOBAL_0596,Japan,CEM III,Wet,16849.118055960385,2012,2,2
GLOBAL_0597,China,CEM I,Semi-dry,3241.4771889331696,2010,3,3
GLOBAL_0598,Japan,CEM V,Dry,1857.875923833547,2005,2,2
GLOBAL_0599,USA,CEM IV,Dry,9320.097855715334,1998,2,6
GLOBAL_0600,USA,CEM II,Semi-dry,17035.87596689847,2002,4,5
GLOBAL_0601,Brazil,CEM IV,Semi-dry,5985.759153296736,2017,2,1
GLOBAL_0602,Mexico,CEM IV,Semi-dry,9012.53973299241,2016,4,2
GLOBAL_0603,Mexico,CEM V,Wet,1758.5281187112732,2006,2,4
GLOBAL_0604,India,CEM IV,Dry,9532.491768562642,1990,3,3
GLOBAL_0605,Turkey,CEM IV,Semi-dry,11974.64853210554,2007,1,3
GLOBAL_0606,Japan,CEM III,Wet,11847.234021290751,1998,3,1
GLOBAL_0607,Italy,CEM V,Dry,7316.107151312938,2002,2,6
GLOBAL_0608,Russia,CEM I,Wet,6995.130432599575,2004,1,1
GLOBAL_0609,Mexico,CEM II,Dry,3025.84875979536,1993,1,6
GLOBAL_0610,Russia,CEM IV,Wet,7969.168092279099,2022,1,2
GLOBAL_0611,Brazil,CEM II,Dry,2890.398708586328,2013,4,5
GLOBAL_0612,Russia,CEM I,Dry,15565.322949528982,1999,3,4
GLOBAL_0613,Italy,CEM II,Wet,19359.211657215532,2009,4,3
GLOBAL_0614,Germany,CEM I,Semi-dry,19431.41467666743,2000,1,1
GLOBAL_0615,Italy,CEM III,Dry,17436.35088813248,2001,3,4
GLOBAL_0616,Russia,CEM IV,Semi-dry,12415.050837452764,2007,3,6
GLOBAL_0617,Italy,CEM I,Wet,14316.448247633718,2019,2,5
GLOBAL_0618,China,CEM II,Semi-dry,6418.910250927867,2009,4,3
GLOBAL_0619,Brazil,CEM IV,Semi-dry,12984.637983279792,2014,4,3
GLOBAL_0620,Japan,CEM III,Semi-dry,9657.341439357671,2001,2,6
GLOBAL_0621,Germany,CEM IV,Semi-dry,10158.329455761717,2010,4,5
GLOBAL_0622,Mexico,CEM I,Semi-dry,15397.754647128,2014,1,3
GLOBAL_0623,USA,CEM III,Dry,6356.448756347781,2000,1,5
GLOBAL_0624,Japan,CEM II,Dry,7042.752622195878,1998,4,3
GLOBAL_0625,USA,CEM III,Dry,18568.194031444098,2014,2,2
GLOBAL_0626,Brazil,CEM III,Wet,2068.2616021684726,2021,3,6
GLOBAL_0627,Germany,CEM V,Semi-dry,10227.051669853467,2003,4,5
GLOBAL_0628,India,CEM III,Dry,18343.215207749374,1990,3,4
GLOBAL_0629,Mexico,CEM III,Wet,12596.897148544984,2006,2,2
GLOBAL_0630,China,CEM IV,Dry,11381.734410030509,2014,3,7
GLOBAL_0631,India,CEM II,Dry,5745.139405357749,1997,2,4
GLOBAL_0632,Brazil,CEM IV,Semi-dry,7522.234292224517,1994,2,6
GLOBAL_0633,Japan,CEM IV,Wet,17188.919900289166,1994,1,3
GLOBAL_0634,China,CEM I,Semi-dry,11625.144503600704,2008,1,7
GLOBAL_0635,Italy,CEM IV,Semi-dry,10780.101681378817,2012,2,4
GLOBAL_0636,Russia,CEM V,Dry,2892.0145572605497,1998,4,2
GLOBAL_0637,China,CEM V,Semi-dry,1304.5349726473394,2019,1,7
GLOBAL_0638,Brazil,CEM I,Wet,19310.018585053935,2005,2,7
GLOBAL_0639,Turkey,CEM II,Semi-dry,8162.737178449991,2022,3,5
GLOBAL_0640,Russia,CEM II,Semi-dry,12461.048179890582,1991,3,1
GLOBAL_0641,USA,CEM IV,Semi-dry,2514.5863905584147,2003,4,4
GLOBAL_0642,Mexico,CEM IV,Dry,13979.171428737885,1990,3,1
GLOBAL_0643,USA,CEM IV,Wet,18718.767465413257,2015,3,6
GLOBAL_0644,China,CEM II,Dry,11937.639806950974,2014,2,4
GLOBAL_0645,USA,CEM III,Dry,3396.1911251328006,2005,3,4
GLOBAL_0646,Brazil,CEM V,Dry,12052.709021996057,2004,3,5
GLOBAL_0647,Italy,CEM III,Dry,15560.597048988395,2015,3,3
GLOBAL_0648,Japan,CEM III,Dry,8721.914194906354,2005,3,2
GLOBAL_0649,Mexico,CEM II,Wet,17716.91721088789,2003,2,2
GLOBAL_0650,USA,CEM III,Semi-dry,13324.976113789926,2018,3,2
GLOBAL_0651,USA,CEM I,Dry,18085.729447494847,2013,4,6
GLOBAL_0652,China,CEM IV,Dry,12846.600913699407,2004,1,7
GLOBAL_0653,Japan,CEM I,Wet,3494.4714680916604,2008,4,3
GLOBAL_0654,India,CEM V,Wet,6884.142510998593,1997,1,1
GLOBAL_0655,USA,CEM IV,Semi-dry,4834.104016796682,2023,4,2
GLOBAL_0656,Brazil,CEM III,Wet,18267.703456620384,1991,1,1
GLOBAL_0657,Turkey,CEM V,Semi-dry,15447.60127846217,2016,1,3
GLOBAL_0658,Mexico,CEM IV,Dry,13851.569009290115,1999,1,6
GLOBAL_0659,USA,CEM III,Dry,6718.360073000812,2012,1,3
GLOBAL_0660,Brazil,CEM I,Semi-dry,4496.850668954057,1997,2,5
GLOBAL_0661,Brazil,CEM IV,Wet,15372.570671789324,2017,4,7
GLOBAL_0662,Mexico,CEM III,Semi-dry,10009.000971702513,2012,1,2
GLOBAL_0663,India,CEM I,Wet,5290.001490861953,1993,4,6
GLOBAL_0664,Brazil,CEM V,Dry,12715.817585140227,2003,3,5
GLOBAL_0665,Turkey,CEM V,Wet,1766.3431906305875,2018,1,2
GLOBAL_0666,Brazil,CEM V,Semi-dry,7197.234828436816,1990,4,3
GLOBAL_0667,Brazil,CEM V,Semi-dry,9902.582897231558,1993,2,3
GLOBAL_0668,Brazil,CEM II,Dry,3811.208348078711,2021,4,4
GLOBAL_0669,Italy,CEM IV,Wet,19708.435074225952,2022,1,4
GLOBAL_0670,Italy,CEM IV,Wet,4972.849927202671,2015,3,3
GLOBAL_0671,India,CEM II,Wet,3476.709470822045,2006,4,3
GLOBAL_0672,USA,CEM III,Dry,4867.162603851031,2012,3,1
GLOBAL_0673,Brazil,CEM III,Wet,15612.16153003476,2021,2,7
GLOBAL_0674,Japan,CEM V,Semi-dry,9084.607526165013,2004,4,1
GLOBAL_0675,USA,CEM I,Wet,11742.902855298222,2002,4,7
GLOBAL_0676,India,CEM III,Dry,1399.1739827408542,1991,2,5
GLOBAL_0677,Germany,CEM I,Wet,1654.1948628929765,2008,2,4
GLOBAL_0678,USA,CEM IV,Wet,9470.685446713307,2013,2,4
GLOBAL_0679,USA,CEM I,Semi-dry,16516.44962083085,2013,1,3
GLOBAL_0680,Russia,CEM IV,Wet,17819.538695443738,2000,1,3
GLOBAL_0681,China,CEM II,Semi-dry,2647.4247843171643,2011,4,5
GLOBAL_0682,Russia,CEM II,Semi-dry,11228.898939919432,2004,4,6
GLOBAL_0683,Turkey,CEM V,Dry,18351.36403930614,1999,4,6
GLOBAL_0684,Italy,CEM III,Semi-dry,8371.482333559841,2016,3,6
GLOBAL_0685,Italy,CEM V,Semi-dry,16761.750797139004,1998,2,4
GLOBAL_0686,China,CEM IV,Dry,3540.217433589288,2017,4,1
GLOBAL_0687,Mexico,CEM V,Semi-dry,18772.495303688174,1990,2,6
GLOBAL_0688,Mexico,CEM I,Dry,15277.043033094751,2006,1,2
GLOBAL_0689,India,CEM IV,Wet,18885.35346295113,2020,2,5
GLOBAL_0690,China,CEM II,Dry,13855.727437497622,1999,3,6
GLOBAL_0691,USA,CEM III,Semi-dry,7904.674707989113,2018,3,2
GLOBAL_0692,Mexico,CEM IV,Dry,18825.442277969727,2007,2,6
GLOBAL_0693,Brazil,CEM IV,Semi-dry,6235.768749874391,1995,3,1
GLOBAL_0694,Japan,CEM I,Wet,7311.277919172918,2001,3,1
GLOBAL_0695,USA,CEM III,Dry,14315.359942033067,2003,1,6
GLOBAL_0696,Turkey,CEM II,Wet,15541.009690982339,1999,4,2
GLOBAL_0697,Brazil,CEM IV,Semi-dry,18658.666193133922,2009,3,5
GLOBAL_0698,Brazil,CEM IV,Semi-dry,4891.24577206798,2004,4,2
GLOBAL_0699,China,CEM I,Wet,16161.962669165256,2020,2,5
GLOBAL_0700,India,CEM V,Dry,15032.375014542306,1996,2,6
GLOBAL_0701,Turkey,CEM II,Dry,2212.0965688183596,1999,3,5
GLOBAL_0702,Mexico,CEM III,Semi-dry,8357.239682993932,1999,2,3
GLOBAL_0703,China,CEM IV,Wet,6372.543684141873,2017,1,4
GLOBAL_0704,Mexico,CEM IV,Wet,6785.318062726577,2019,3,7
GLOBAL_0705,China,CEM II,Dry,19675.990711539314,1992,3,4
GLOBAL_0706,China,CEM V,Dry,13212.77085611863,2004,3,1
GLOBAL_0707,China,CEM IV,Dry,14635.846998076491,2010,2,3
GLOBAL_0708,India,CEM II,Wet,19555.735108985173,2001,2,4
GLOBAL_0709,China,CEM I,Dry,8166.833866695135,1993,3,6
GLOBAL_0710,Germany,CEM V,Dry,16234.963200603313,1998,4,5
